date,Day Type,Holiday,Moon Calendar,School Events,Rainfall_mm,Max_temp_celsius,Min_temp_celsius,Season,no_of_passengers,no_of_adults,no_of_children,total_fare_collected,no_of_full_fare_tickets,no_of_C/P_tickets,no_of_buses,no_of_trips,no_of_MHL_passengers,no_of_city_ordinary_bus,no_of_metro_express_bus,no_of_pallevelug_bus,no_of_other_bus,no_of_metro_delux_bus,no_of_express_bus
2022-06-30,3,0,1,0,36.7681248647043,30.4970889989035,24.5129418701478,2,5794,5723,71,109529,4472,1315,18,92,0,14,4,0,0,0,0
2022-08-01,0,0,4,0,42.0287798749318,30.9602211797555,23.9506891425844,2,5800,5683,117,101650,4239,1561,19,88,0,15,4,0,0,0,0
2022-08-02,1,0,5,0,56.6651972882606,31.3280262059827,23.6328186214298,2,4436,4400,36,91265,3685,751,19,79,0,14,5,0,0,0,0
2022-08-03,2,0,6,0,119.777685964415,31.2695084147681,23.3420437525953,2,3078,3047,31,62470,2568,510,13,50,0,9,4,0,0,0,0
2022-08-04,3,0,7,0,245.12360746103,29.9189362930675,23.4283768114581,2,4262,4222,40,91395,3820,442,15,68,0,11,4,0,0,0,0
2022-08-05,4,3,8,0,195.715188603284,29.3720372365093,23.3583962777746,2,5997,5949,48,117920,4696,1300,21,101,0,15,6,0,0,0,0
2022-08-06,5,3,9,2,123.862756168758,26.6238568732397,23.1073451929068,2,5282,5217,65,107900,4183,1099,20,75,0,14,6,0,0,0,0
2022-08-07,6,3,10,2,434.403151965021,25.6490582167713,22.9436201206038,2,5158,5049,109,113945,4321,837,18,76,0,12,6,0,0,0,0
2022-08-08,0,3,11,0,316.356948725853,24.499391416681,22.6026008369312,2,6072,6004,68,123210,4924,1148,20,87,0,14,6,0,0,0,0
2022-08-09,1,3,12,2,214.220088307036,24.209199609298,22.6400630573571,2,5420,5356,64,104395,4274,1145,16,75,0,12,4,0,0,0,0
2022-08-10,2,0,13,0,15.1742405861641,28.4793427784703,23.3159072127892,2,5453,5421,32,108005,4168,1285,19,87,0,13,6,0,0,0,0
2022-08-11,3,0,14,0,4.22645560845868,28.8983368099065,23.7607223956041,2,4279,4217,62,87085,3452,827,13,57,0,9,4,0,0,0,0
2022-08-12,4,3,15,0,3.80061212182533,29.4827360052508,24.061701651092,2,10662,9672,990,195310,7767,2895,18,81,0,14,4,0,0,0,0
2022-08-13,5,3,16,2,16.4411445700867,28.7065399155076,23.4642553247216,2,6963,6799,164,148335,5799,1164,18,77,0,14,4,0,0,0,0
2022-08-14,6,3,17,2,143.978145760929,27.5522089197762,22.5779008447977,2,6071,5887,184,128615,4844,1226,16,73,0,12,4,0,0,0,0
2022-08-15,0,3,18,2,57.6358199767123,26.1781094105541,22.3409012891455,2,4510,4415,95,97465,3385,1125,17,65,0,10,7,0,0,0,0
2022-08-16,1,3,19,0,3.81439585677441,29.5513176333653,22.46188064855,2,6372,6302,70,122130,5100,1272,17,77,0,15,2,0,0,0,0
2022-08-17,2,0,20,0,1.64192064676166,30.2243655143566,23.1919226112628,2,4975,4938,37,100990,3894,1081,13,66,0,9,4,0,0,0,0
2022-08-18,3,0,21,0,1.87890472618837,30.3552008942566,23.7358850808188,2,6926,6851,75,132010,5353,1573,19,89,0,15,4,0,0,0,0
2022-08-19,4,0,22,0,1.22514879371448,29.2675228710022,24.4942623193344,2,6334,6264,70,115665,4793,1540,19,90,0,14,5,0,0,0,0
2022-08-20,5,2,23,2,8.69170619729759,29.5798089780261,24.1884311289114,2,5420,5318,102,111075,4394,1026,18,72,0,14,4,0,0,0,0
2022-08-21,6,0,24,2,2.99736522640441,29.6253420996874,24.1457428645674,2,8210,8025,185,162710,6172,2038,19,91,0,13,6,0,0,0,0
2022-08-22,0,0,25,0,6.64029141029306,29.1776926510517,23.4748241003512,2,6621,6544,77,132935,5174,1447,16,80,0,10,6,0,0,0,0
2022-08-23,1,0,26,0,8.8242286807729,29.7316851069485,23.3591522071002,2,7060,6934,126,136365,5283,1776,20,91,0,15,5,0,0,0,0
2022-08-24,2,0,27,0,7.88400786511797,29.6644324413398,23.9595081271873,2,7671,7603,68,137545,5418,2253,20,92,0,14,6,0,0,0,0
2022-08-25,3,0,28,0,16.5881236309604,30.1120806039783,23.3444888310021,2,7139,7086,53,135365,5495,1644,20,95,0,16,4,0,0,0,0
2022-08-26,4,0,29,0,8.4187007436514,29.9912636516564,23.2988288435863,2,7477,7349,128,119530,4970,2507,21,100,0,17,4,0,0,0,0
2022-08-27,5,0,0,2,4.72456912667517,30.5215756359724,23.5937571203385,2,6865,6784,81,130410,5147,1718,21,105,0,15,6,0,0,0,0
2022-08-28,6,0,1,2,1.29492636123023,29.9971734058157,24.1344240132298,2,7949,7824,125,139190,5524,2425,19,103,0,15,4,0,0,0,0
2022-08-29,0,0,2,0,76.2479316855285,29.9824565226413,22.4456046630271,2,7604,7531,73,141700,5676,1927,20,114,0,14,6,0,0,0,0
2022-08-30,1,0,3,0,46.1452296846505,30.1922549262477,22.4086624760699,2,7705,7646,59,128325,5367,2335,19,100,0,15,4,0,0,0,0
2022-08-31,2,2,4,2,86.1603103929395,30.3429228994936,23.0247246448491,2,4840,4777,63,89605,3644,1196,16,81,0,12,4,0,0,0,0
2022-09-01,3,0,5,0,25.0203365243621,30.4679922568182,23.2360514563963,2,6922,6866,56,130495,5272,1650,23,108,0,17,6,0,0,0,0
2022-09-02,4,0,6,0,2.34379975968356,30.5158725866158,22.9805969034073,2,8288,8215,73,150125,5872,2416,22,114,0,16,6,0,0,0,0
2022-09-03,5,0,7,2,11.4724693832901,31.3517663106214,23.8347259262268,2,6518,6440,78,124280,4999,1518,21,96,0,15,6,0,0,0,0
2022-09-04,6,0,8,2,34.021079101721,30.3201393281941,24.0661506782263,2,7053,6936,117,127540,4850,2203,21,104,0,15,6,0,0,0,0
2022-09-05,0,0,9,0,89.3442457143873,30.8546217652767,23.4569620375712,2,5177,5125,52,110120,4213,964,18,79,0,12,6,0,0,0,0
2022-09-06,1,0,10,0,66.0824046791944,31.0341353272999,23.0337180609196,2,7349,7282,67,135020,5557,1791,23,108,0,16,7,0,0,0,0
2022-09-07,2,0,11,0,130.783990141876,30.1692329295689,22.6452033101546,2,7523,7480,43,127890,5011,2512,21,104,0,14,7,0,0,0,0
2022-09-08,3,0,12,0,325.03400158308,28.6166444290351,23.0124941116248,2,7094,7004,90,146725,5912,1182,21,100,0,14,7,0,0,0,0
2022-09-09,4,0,13,0,272.250765308829,28.3633140873632,22.9185884564232,2,7442,7358,84,121390,4885,2557,21,104,0,14,7,0,0,0,0
2022-09-10,5,0,14,2,441.072550375913,25.8192046987949,23.0326433288904,2,5989,5923,66,113650,4496,1492,18,81,0,13,5,0,0,0,0
2022-09-11,6,0,15,2,835.818720377851,24.5701456391584,22.8606793468118,2,6427,6315,112,113760,4478,1949,16,73,0,13,3,0,0,0,0
2022-09-12,0,0,16,0,108.404665794481,27.3693514794592,22.8197970528456,2,6210,6112,98,113025,4532,1678,20,101,0,15,5,0,0,0,0
2022-09-13,1,0,17,0,6.85016739477809,28.3818441864782,22.9668577049226,2,8083,8026,57,143680,5684,2399,22,111,0,15,7,0,0,0,0
2022-09-14,2,0,18,0,7.02228698295372,29.3807536195352,23.3325063489688,2,7227,6774,453,124630,5073,2154,20,98,0,15,5,0,0,0,0
2022-09-15,3,0,19,0,3.99606645222885,28.9327052879399,23.1775321261712,2,7131,7070,61,140855,5506,1624,22,112,0,15,7,0,0,0,0
2022-09-16,4,0,20,0,2.06840129228683,28.9493415257552,23.1724795379349,3,7026,6982,44,125290,5050,1976,21,100,0,14,7,0,0,0,0
2022-09-17,5,1,21,2,12.1276081141703,29.812751512151,23.2353536812373,3,3139,3106,33,61830,2372,767,9,46,0,5,4,0,0,0,0
2022-09-18,6,0,22,2,14.5705766496378,29.5499832019332,23.3142569610183,3,6859,6786,73,115410,4456,2403,18,92,0,12,6,0,0,0,0
2022-09-19,0,0,23,0,93.5328772440456,28.4890499090316,22.5251053232861,3,7555,7470,85,138315,5561,1994,21,110,0,16,6,0,0,0,0
2022-09-20,1,0,24,0,50.768568700311,27.6290407013497,22.3116534785863,3,8838,8780,58,155920,6176,2662,21,116,0,15,6,0,0,0,0
2022-09-21,2,0,25,0,14.1551630161566,29.2231085426281,22.9159230354602,3,6996,6946,50,124615,4969,2027,20,98,0,14,6,0,0,0,0
2022-09-22,3,0,26,0,18.2014774636333,28.469787100344,23.2130707907717,3,7334,7292,42,127300,5113,2221,20,100,0,15,5,0,0,0,0
2022-09-23,4,0,27,0,6.64599045497866,28.5572522744378,22.803223998789,3,7739,7686,53,122435,5020,2718,22,112,0,16,6,0,0,0,0
2022-09-24,5,0,28,2,4.06650058958341,29.5764610170838,22.2867347594554,3,5542,5477,65,92270,3583,1959,15,78,0,12,3,0,0,0,0
2022-09-25,6,2,29,2,8.45663368019621,29.7427317097305,22.3010678241053,3,7665,7499,166,143200,5486,2179,17,95,0,11,6,0,0,0,0
2022-09-26,0,0,0,0,52.5339541333966,30.0619427500849,22.0800086989886,3,5638,5529,109,104640,4074,1564,17,81,0,13,4,0,0,0,0
2022-09-27,1,0,1,0,76.1202125970945,29.6473007501653,22.4048208746022,3,9759,9637,122,163900,6601,3158,22,135,0,15,7,0,0,0,0
2022-09-28,2,0,2,0,126.911910338355,29.8167948721937,22.5811259643402,3,6260,6152,108,126030,5136,1124,18,90,0,14,4,0,0,0,0
2022-09-29,3,0,3,0,272.577054273793,28.8841700854196,22.6288129413385,3,6891,6660,231,117565,4729,2162,19,97,0,15,4,0,0,0,0
2022-09-30,4,0,4,0,82.4033103325326,29.7893821100084,23.223769948416,3,5027,4969,58,89345,3777,1250,13,68,0,13,0,0,0,0,0
2022-10-01,5,3,5,2,11.6283525314024,29.8407493770512,23.8028392654502,3,8218,8022,196,145720,5774,2444,17,93,0,13,4,0,0,0,0
2022-10-02,6,3,6,2,7.00005109878563,30.4570207931762,24.0685139596854,3,9299,9058,241,167180,6517,2781,18,90,0,14,4,0,0,0,0
2022-10-03,0,3,7,2,1.5196961983865,29.9317063259399,23.9140132044036,3,8745,8489,256,147720,6083,2662,19,112,0,15,4,0,0,0,0
2022-10-04,1,3,8,2,2.9106978766969,29.0855974463468,23.6600760028455,3,9407,9203,204,154635,6265,3141,19,105,0,15,4,0,0,0,0
2022-10-05,2,3,9,2,214.837586213565,28.0961461351302,22.3504715329824,3,4583,4499,84,89420,3492,1091,13,64,0,10,3,0,0,0,0
2022-10-06,3,3,10,2,290.156791633234,25.1179236739399,22.1621004402705,3,5046,4938,108,106825,3997,1049,14,59,0,10,4,0,0,0,0
2022-10-07,4,0,11,2,74.209828569322,28.3741686877216,22.1556138267029,3,5867,5728,139,116500,4537,1330,18,90,0,12,6,0,0,0,0
2022-10-08,5,0,12,2,29.7737250164207,28.4155867712092,21.914016940209,3,8430,8234,196,158015,6118,2312,22,95,0,16,6,0,0,0,0
2022-10-09,6,2,13,2,62.5801585323618,28.7262440275402,21.7603045663646,3,9247,8996,251,158615,6061,3180,20,99,0,14,6,0,0,0,0
2022-10-10,0,0,14,0,125.22110522659,26.3387661892637,22.2644685946211,3,6991,6858,133,140900,5376,1615,19,96,0,12,7,0,0,0,0
2022-10-11,1,0,15,0,38.249160917099,28.2919542387879,22.6952034569482,3,8842,8775,67,158810,6231,2611,23,109,0,16,7,0,0,0,0
2022-10-12,2,0,16,0,45.95329934115,28.5662121125565,22.1833541844926,3,7709,7291,418,116025,4810,2899,18,88,0,16,2,0,0,0,0
2022-10-13,3,0,17,0,79.1094653527566,28.7786193297577,22.0496080963534,3,6237,6082,155,124100,4850,1387,17,90,0,12,5,0,0,0,0
2022-10-14,4,0,18,0,76.7726506379608,28.1622895205699,21.964216278208,3,8680,8604,76,146840,5569,3111,21,98,0,14,7,0,0,0,0
2022-10-15,5,0,19,2,173.223726221482,26.1258294510326,22.0765676163634,3,7945,7708,237,134255,5272,2673,21,98,0,14,7,0,0,0,0
2022-10-16,6,0,20,2,50.2366088241779,26.643181214104,21.7826848016028,3,7913,7797,116,143690,5280,2633,23,112,0,16,7,0,0,0,0
2022-10-17,0,0,21,0,14.1070253834403,28.9818156952434,21.845580950221,3,9448,9309,139,165355,6591,2857,24,138,0,18,7,0,0,0,0
2022-10-18,1,0,22,0,18.3582240836701,29.2341210638657,21.5377043860646,3,7696,7640,56,143780,5573,2123,23,126,0,15,8,0,0,0,0
2022-10-19,2,0,23,0,49.5915498678061,29.2807428978935,21.4736696738527,3,8335,7860,475,131705,5043,3292,22,118,0,15,7,0,0,0,0
2022-10-20,3,0,24,0,34.443552544102,28.7495195959368,21.4102351045732,3,7762,7583,179,137935,5414,2348,22,119,0,14,8,0,0,0,0
2022-10-21,4,0,25,0,10.5782094390246,29.0369568953732,20.0802982241087,3,8407,8284,123,153840,6139,2268,23,125,0,16,7,0,0,0,0
2022-10-22,5,3,26,2,0.471893036088167,27.8084374286891,18.9580124319163,3,8498,8297,201,151665,5964,2534,22,117,0,15,7,0,0,0,0
2022-10-23,6,3,27,2,0.0025570392310214,27.6056684721309,18.3444196693703,3,8420,8264,156,152295,5773,2645,21,115,0,14,7,0,0,0,0
2022-10-24,0,3,28,0,0.0004261732051702,27.767263110141,17.0216146086144,3,10868,10692,176,191250,7387,3481,26,171,0,20,7,0,0,0,0
2022-10-25,1,3,0,2,0.0224363978418296,27.9566290196507,16.2987089604549,3,15174,14970,204,252455,10004,5170,38,277,0,30,9,0,0,0,0
2022-10-26,2,0,1,0,0.0017284671116613,28.0583083823252,16.7910714578246,3,17746,17417,329,311030,12356,5390,44,301,0,32,12,0,0,0,0
2022-10-27,3,0,2,0,0.0068291307684376,27.7298740132704,17.9296972102229,3,19294,19059,235,325870,13141,6153,40,284,0,32,8,0,0,0,0
2022-10-28,4,0,3,0,0.0093796264195589,28.1251870113613,17.1803323457407,3,21216,20760,456,349245,14283,6932,37,319,0,31,7,0,0,0,0
2022-10-29,5,0,4,2,0.0166462571442593,27.9127178859328,16.6479072453179,3,18970,18677,293,300035,12161,6809,40,303,0,30,10,0,0,0,0
2022-10-30,6,0,5,2,0.0145747176816257,27.5659923495327,16.3669138853204,3,20023,19682,341,342540,13221,6802,45,331,0,34,11,0,0,0,0
2022-10-31,0,0,6,1,0.0098555866266718,27.2610864206993,16.6880774420563,3,17350,17075,275,324630,12814,4535,44,326,0,33,12,0,0,0,0
2022-11-01,1,0,7,1,7.8499039806233,26.7790896640011,18.6672644027833,3,12173,12042,131,205465,8084,4089,38,224,0,29,9,0,0,0,0
2022-11-02,2,0,8,1,11.5616971272781,27.5223135609714,20.1953954806689,3,17948,17638,310,331360,12965,4983,43,326,0,30,13,0,0,0,0
2022-11-03,3,0,9,1,6.74675304495441,28.4102809825595,20.5399055486252,3,20264,19828,436,306480,12609,7654,43,331,0,32,11,0,0,0,0
2022-11-04,4,0,10,1,4.51568437393814,28.4483408487678,19.730081073557,3,18763,18366,397,299960,12212,6551,44,314,0,32,12,0,0,0,0
2022-11-05,5,0,11,2,0.374412109550283,29.0279565610582,18.9048144381658,3,20864,20552,312,337760,13367,7497,42,308,0,30,12,0,0,0,0
2022-11-06,6,1,12,2,0.0183586012767569,28.9448440883146,17.6935293361579,3,19675,19278,397,340780,13485,6188,42,320,0,33,9,0,0,0,0
2022-11-07,0,0,13,1,0.0057567568010984,29.1056840904198,17.5449139641272,3,19035,18777,258,313835,12393,6641,44,310,0,28,16,0,0,0,0
2022-11-08,1,2,14,1,0.0030519540971326,28.9816368244261,17.61353770205,3,14828,14478,350,248405,10080,4747,39,281,0,27,12,0,0,0,0
2022-11-09,2,0,15,1,0.0077602290389222,28.3388906852881,17.0695907546407,3,18030,17764,266,301670,12485,5544,42,293,0,32,10,0,0,0,0
2022-11-10,3,0,16,1,0.000856221788581,28.3084195163671,17.2869811531006,3,14670,14325,345,246960,10109,4561,34,261,0,25,9,0,0,0,0
2022-11-11,4,0,17,0,0.0069022165689602,27.9069237817136,18.0510704234822,3,13734,13561,173,218915,9045,4689,31,234,0,23,8,0,0,0,0
2022-11-12,5,0,18,2,0.0115752213787345,28.0596804837294,18.1422308359542,3,17258,16834,424,265610,10702,6556,36,279,0,25,11,0,0,0,0
2022-11-13,6,0,19,2,0.0099584441954903,28.2982752530983,17.8205750736503,3,19539,19124,415,339340,13141,6397,45,324,0,31,14,0,0,0,0
2022-11-14,0,0,20,0,0.112154893997346,28.2618149952918,17.2241356092724,3,17061,16812,249,297255,12042,5019,41,301,0,30,12,0,0,0,0
2022-11-15,1,0,21,0,0.0069121077382657,28.4240765117895,16.0963550767672,3,16427,16128,299,264460,10823,5604,37,247,0,28,9,0,0,0,0
2022-11-16,2,0,22,0,0.0215056603778407,27.9256382875076,15.1434328932751,3,16048,15845,203,273470,10909,5139,42,284,0,27,15,0,0,0,0
2022-11-17,3,0,23,0,0.0021536690724133,27.9279970064575,14.8642342120223,3,12690,12459,231,213040,8604,4086,32,224,0,20,12,0,0,0,0
2022-11-18,4,0,24,0,0.00944137567771,27.5385505496338,15.5576778488691,3,18224,17941,283,295615,11699,6525,39,278,0,27,12,0,0,0,0
2022-11-19,5,0,25,2,0.0064924346006023,26.3090290178595,15.8386045749304,3,15319,15020,299,273080,10815,4504,34,247,0,27,8,0,0,0,0
2022-11-20,6,0,26,2,0.0004351138045421,25.9993541547668,15.421316055421,3,21767,21276,491,371195,13956,7810,47,316,0,30,17,0,0,0,0
2022-11-21,0,0,27,0,4.77135331150917,26.3935521081551,19.627826477134,3,21502,21054,448,376650,14442,7060,48,336,0,32,17,0,0,0,0
2022-11-22,1,0,28,0,0.394113832807189,28.99478655922,20.2418865461647,3,17353,17054,299,278425,11416,5936,41,289,0,27,14,0,0,0,0
2022-11-23,2,0,29,0,0.215505870249216,27.9572033657235,19.955995680172,3,20863,20117,746,333330,13475,7388,45,309,0,30,15,0,0,0,0
2022-11-24,3,0,0,0,5.6727618212274,28.5089967718824,19.5407806875981,3,15787,15617,170,266950,10699,5088,41,280,0,25,16,0,0,0,0
2022-11-25,4,0,1,0,0.738300771233575,29.1215275584405,18.3087352745172,3,20041,19736,305,314285,12813,7228,40,289,0,30,10,0,0,0,0
2022-11-26,5,0,2,2,0.0237969035739459,28.2889421907506,17.0853374559607,3,18068,17640,428,283790,11428,6639,41,302,0,29,12,0,0,0,0
2022-11-27,6,0,3,2,0.0073894840966204,28.4474562752945,16.9267379348062,3,19273,18926,347,319190,12116,7157,46,305,0,30,16,0,0,0,0
2022-11-28,0,0,4,0,0.003051757680339,28.3905510444595,16.2779951912381,3,16509,16172,337,288610,11444,5065,41,292,0,25,16,0,0,0,0
2022-11-29,1,0,5,0,0.0060353253630296,27.9985024784595,15.2377272138,3,23193,22787,406,392735,15712,7481,56,382,0,34,22,0,0,0,0
2022-11-30,2,0,6,0,0.0060455774359979,27.7412982674611,14.9285368854424,3,16601,16307,294,268880,11000,5601,42,287,0,30,12,0,0,0,0
2022-12-01,3,0,7,0,0.0112021730274136,28.550916041621,16.2275635389945,0,16768,16464,304,263680,10736,6031,43,292,0,31,12,0,0,0,0
2022-12-02,4,0,8,0,0.0833290812790509,28.5662712903366,18.3739524554402,0,20396,20007,389,339825,13435,6960,43,304,0,27,16,0,0,0,0
2022-12-03,5,0,9,2,3.59069373120035,28.6288310452155,19.41294555187,0,18369,18047,322,334640,12788,5581,42,294,0,27,15,0,0,0,0
2022-12-04,6,0,10,2,1.98788984205474,29.2039420746932,18.4149474335333,0,20102,19664,438,355140,13477,6625,43,307,0,31,12,0,0,0,0
2022-12-05,0,0,11,0,0.126547739046843,28.8119440493473,17.3583749390062,0,21850,21485,365,367140,14252,7597,49,331,0,32,17,0,0,0,0
2022-12-06,1,0,12,0,0.0121553546520113,29.1348530081437,16.7020171749418,0,19426,19163,263,356015,13799,5627,39,288,0,23,17,0,0,0,0
2022-12-07,2,0,13,0,0.0008568167118028,27.8370567034874,17.7366674991083,0,19345,18969,376,309230,12353,6992,43,294,0,26,17,0,0,0,0
2022-12-08,3,1,14,0,0.0180375885747707,26.605618048673,16.8365146443799,0,21297,20791,506,324200,12771,8526,46,330,0,26,20,0,0,0,0
2022-12-09,4,0,15,0,9.47767615506779,26.848595404498,16.336872886564,0,18860,18620,240,307890,12364,6495,38,271,0,29,9,0,0,0,0
2022-12-10,5,0,16,2,85.8076710376184,26.4745785530033,17.5500468690816,0,24085,23247,838,408625,15585,8500,44,306,0,25,20,0,0,0,0
2022-12-11,6,0,17,2,89.7961361603322,25.2839856612895,20.6731681389082,0,25567,24945,622,466500,17678,7889,51,351,0,32,19,0,0,0,0
2022-12-12,0,0,18,0,14.6584593979716,27.1494434790154,20.6943003973403,0,22390,21597,793,420460,16358,6032,45,323,0,30,15,0,0,0,0
2022-12-13,1,0,19,0,13.9706517254569,27.2032494768689,20.3721232011735,0,27447,27125,322,433615,17163,10284,45,333,0,30,16,0,0,0,0
2022-12-14,2,0,20,0,2.52737217711702,28.7653918039944,19.6945266530253,0,19106,18526,580,323545,13013,6093,39,279,0,27,12,0,0,0,0
2022-12-15,3,0,21,0,3.46958942554027,28.5797322914787,19.6058966208499,0,22992,22499,493,383530,15053,7939,46,317,0,32,14,0,0,0,0
2022-12-16,4,0,22,0,1.2084751457338,29.0187071743317,19.4544201384289,0,25055,24378,677,392035,15422,9633,51,335,0,32,19,0,0,0,0
2022-12-17,5,0,23,2,0.200166043601415,29.6013426984707,19.6393993910029,0,16869,16497,372,273550,10726,6143,41,274,0,28,13,0,0,0,0
2022-12-18,6,0,24,2,0.0445998785218543,28.1012861068019,17.214197351278,0,23566,23200,366,417031,15577,7989,44,294,0,25,19,0,0,0,0
2022-12-19,0,0,25,0,0.0101830566311017,27.6654483363468,16.0408263124495,0,25232,24886,346,441980,16831,8401,50,335,0,30,20,0,0,0,0
2022-12-20,1,0,26,0,0.0148532829296825,28.3334063084072,15.6517208054246,0,24037,23832,205,384405,14813,9224,44,316,0,26,18,0,0,0,0
2022-12-21,2,0,27,0,0.0218879287103845,28.7328996180095,16.3848733891376,0,25745,25408,337,382745,15272,10473,46,318,0,31,16,0,0,0,0
2022-12-22,3,0,28,2,0.0121707477380757,28.3722338945415,15.5794391634486,0,21010,20620,390,339340,13365,7645,44,301,0,30,14,0,0,0,0
2022-12-23,4,0,0,2,0.0091359281894513,29.1704372826267,15.2372199520725,0,23779,23573,206,347720,13807,9972,47,319,0,29,18,0,0,0,0
2022-12-24,5,3,1,2,0.0226840362529401,28.7045687901968,15.368024555418,0,21075,20590,485,288660,11163,9912,34,240,0,21,13,0,0,0,0
2022-12-25,6,3,2,2,0.0213960428568613,28.6565105026921,15.5571054277152,0,33832,32815,1017,460075,16921,16911,51,364,0,29,23,0,0,0,0
2022-12-26,0,3,3,2,12.3960362933206,27.8159156668799,18.9722817055277,0,24068,23527,541,377048,14727,9341,48,330,0,33,15,0,0,0,0
2022-12-27,1,0,4,2,1.02534355789052,29.3659907576075,20.3015544723931,0,27354,26718,636,383005,14810,12544,49,331,0,33,16,0,0,0,0
2022-12-28,2,0,5,2,0.1049408373727,30.3625494450924,20.0506111868827,0,18645,17799,846,246175,9676,8968,32,217,0,19,13,0,0,0,0
2022-12-29,3,0,6,0,0.145434584159036,29.4177365793116,20.4059681530881,0,22468,21878,590,285535,11525,10941,37,257,0,24,13,0,0,0,0
2022-12-30,4,0,7,0,0.0140009551457389,29.775685219459,19.851598992117,0,29609,28892,717,389220,15376,14232,48,303,0,33,15,0,0,0,0
2022-12-31,5,0,8,2,0.0083475328235249,30.0747570072924,20.0822470672381,0,12552,12271,281,179465,6890,5662,23,133,0,14,9,0,0,0,0
2023-01-01,6,2,9,2,0.0119527841131156,29.2618476631762,19.8049252484385,0,18421,17939,482,288225,10766,7655,42,235,0,26,16,0,0,0,0
2023-01-02,0,0,10,0,0.0099575457491065,28.6851077223995,18.7078265209118,0,20847,20567,280,329865,12636,8211,43,260,0,27,17,0,0,0,0
2023-01-03,1,0,11,0,0.621214515110305,28.3325720712547,18.3537335910838,0,40604,39586,1018,558485,21280,19324,54,353,0,33,22,0,0,0,0
2023-01-04,2,0,12,0,4.02361727120461,27.9154420638395,18.8204753883554,0,33635,33045,590,490065,18600,15035,50,333,0,30,21,0,0,0,0
2023-01-05,3,0,13,0,21.628271050507,25.5826212782055,18.4404415008095,0,32888,32358,530,489055,19079,13809,48,331,0,32,17,0,0,0,0
2023-01-06,4,0,14,0,9.00514143347858,26.46552459332,18.3591067873123,0,26502,26060,442,417705,16041,10461,43,306,0,27,17,0,0,0,0
2023-01-07,5,0,15,2,0.477906746745505,27.0106929750241,14.8508114164512,0,32331,31777,554,453300,17986,14345,43,328,0,32,12,0,0,0,0
2023-01-08,6,0,16,2,0.0021467194528668,26.0586361273769,13.0423032123482,0,34689,34038,651,566133,20149,14540,48,353,0,28,21,0,0,0,0
2023-01-09,0,0,17,0,0.0128849935698838,27.1146816779801,12.6453680544739,0,32852,32549,303,519301,19723,13125,51,348,0,32,20,0,0,0,0
2023-01-10,1,0,18,0,0.0064969049731189,28.5057993761869,12.9476642294629,0,26409,25996,413,409620,15770,10639,45,297,0,29,16,0,0,0,0
2023-01-11,2,0,19,0,0.0004351138045421,28.5082597503795,13.7746719187173,0,30401,29764,637,500845,19157,11244,50,329,0,28,22,0,0,0,0
2023-01-12,3,0,20,0,0,29.2025126055433,13.8953786986661,0,28117,27700,417,486255,18360,9757,42,290,0,26,17,0,0,0,0
2023-01-13,4,0,21,2,0.0218368431887938,29.202121466193,15.3815333640895,0,34035,33378,657,547420,21133,12902,44,303,0,26,19,0,0,0,0
2023-01-14,5,3,22,2,0.0017046928064701,29.6315003931738,15.9660910593586,0,23981,23399,582,395130,15040,8938,40,279,0,24,17,0,0,0,0
2023-01-15,6,3,23,2,0.0168346071518499,29.275299843061,16.2918635429389,0,21269,20633,636,370640,13357,7912,33,218,0,22,11,0,0,0,0
2023-01-16,0,3,24,2,0.0215120896314147,29.2090574543295,16.4257459340103,0,24292,23860,432,399365,15118,9174,48,309,0,26,17,7,0,0,0
2023-01-17,1,0,25,2,0.006507935324862,28.817606961277,15.8377938368315,0,27147,26683,464,408643,15846,11301,48,334,0,31,14,6,0,0,0
2023-01-18,2,0,26,0,0.0034183262407339,29.2035314336272,15.7045045370657,0,24190,23769,421,403525,15563,8627,39,289,0,25,11,4,0,0,0
2023-01-19,3,0,27,0,0.0227048984875466,28.5864176146868,16.3593148780273,0,20395,19973,422,378930,14533,5862,42,305,0,26,15,4,0,0,0
2023-01-20,4,0,28,0,0.0167878822026068,28.159450224062,16.5547851578565,0,21785,21577,208,287690,11566,10219,46,326,0,28,13,6,0,0,0
2023-01-21,5,0,0,2,0.0078356308697612,28.4707504411807,16.6028313702278,0,24175,23888,287,378540,14568,9607,49,346,0,32,13,4,0,0,0
2023-01-22,6,0,1,2,0.077833794265539,28.2439124899846,16.4683282259483,0,25392,24955,437,387065,14372,11016,45,325,0,28,14,4,0,0,0
2023-01-23,0,0,2,0,0.0239725090778178,27.8731019198211,16.9957344996095,0,24281,24066,215,404955,15172,9109,50,341,0,28,20,2,0,0,0
2023-01-24,1,0,3,0,0.0064341945587708,28.6354812978286,17.0135907527051,0,25427,25202,225,362810,14119,11308,50,330,0,32,17,2,0,0,0
2023-01-25,2,0,4,0,0.0035510531487614,28.0678703747015,16.2386862239646,0,19390,19290,100,284620,11127,8263,41,293,0,26,13,2,0,0,0
2023-01-26,3,2,5,0,0.0108451637681063,28.9087994201149,15.4121781901052,0,22239,21977,262,370430,13882,8357,49,350,0,31,15,6,0,0,0
2023-01-27,4,0,6,0,0.0047100724032134,29.0719076855552,14.9943632660437,0,22192,21872,320,305015,12011,10181,44,318,0,28,15,4,0,0,0
