date,Day Type,Holiday,Moon Calendar,School Events,Rainfall_mm,Max_temp_celsius,Min_temp_celsius,Season,no_of_passengers,no_of_adults,no_of_children,total_fare_collected,no_of_full_fare_tickets,no_of_C/P_tickets,no_of_buses,no_of_trips,no_of_MHL_passengers,no_of_city_ordinary_bus,no_of_metro_express_bus,no_of_pallevelug_bus,no_of_other_bus,no_of_metro_delux_bus,no_of_express_bus
2024-01-25,3,1,14,0,2.61348019712371,27.8711947597007,18.6931958539544,0,26425,26082,343,177395,6857,19568,37,289,8950,28,9,0,0,0,0
2024-01-26,4,2,15,2,5.31418943439574,28.9017788152562,18.0669473455653,0,35238,34489,749,236340,9008,26230,37,313,9812,30,7,0,0,0,0
2024-01-27,5,0,16,2,0.893044398514602,28.2725869128535,17.1483617625375,0,22983,22474,509,170095,6437,16546,28,251,6752,21,8,0,1,0,0
2024-01-28,6,0,17,2,0.0847546602413468,29.0956150367548,16.2480160309756,0,31534,30914,620,249985,9339,22195,41,329,8876,32,10,0,0,0,0
2024-01-29,0,0,18,0,0.211081178236509,28.9442656297766,17.4041164748597,0,27348,26718,630,201105,7705,19643,36,288,7535,25,11,0,0,0,0
2024-01-30,1,0,19,0,0.0231117395070527,29.2819022338663,17.3155576439975,0,34483,34152,331,232345,8690,25792,39,307,10892,27,12,0,0,0,0
2024-01-31,2,0,20,0,0.0073552116290898,29.7104661388086,17.8316559984543,0,32906,32592,314,217630,8453,24453,40,326,10169,30,10,0,0,0,0
2024-02-01,3,0,21,0,0.852724027945276,30.4626504565941,18.8307168475586,0,32242,31740,502,203580,7825,24417,38,318,10131,27,11,0,0,0,0
2024-02-02,4,0,22,0,9.20358241183661,30.3739932437154,20.204467268093,0,31482,31256,226,208370,7963,23517,36,316,9515,27,9,0,1,0,0
2024-02-03,5,0,23,2,6.19635834873502,29.4076838345795,20.0080787341239,0,34365,33980,385,217755,8363,26002,39,332,10271,29,10,0,0,0,0
2024-02-04,6,0,24,2,0.292826044310707,30.9706644630081,19.6623512288453,0,27831,27387,444,206220,7850,19980,37,292,8146,27,10,0,0,0,0
2024-02-05,0,0,25,0,0.0032398542998233,32.2330422264298,20.2403334452997,0,39439,38657,782,294010,11163,28275,45,350,11285,30,15,0,0,0,0
2024-02-06,1,0,26,0,0.149452979527926,32.6293382600889,21.0048166191889,0,33592,33324,268,231370,8739,24853,41,344,10719,27,14,0,0,0,0
2024-02-07,2,0,27,0,0.0445709678380374,33.8762036719796,21.3412031742973,0,33240,32765,475,222260,8542,24698,40,346,9999,27,13,0,1,0,0
2024-02-08,3,1,28,0,0.0408169235745824,32.1609138732111,21.0680335459349,0,37068,36561,507,247820,9565,27503,41,359,11726,29,12,0,1,0,0
2024-02-09,4,0,29,0,0.006266642937142,32.2086706824047,20.1971262798998,0,24466,24185,281,159255,6088,18378,31,257,7380,22,9,0,1,0,0
2024-02-10,5,0,0,2,3.53594624569068,31.5685876950232,21.8131749085284,0,34887,34262,625,235160,8878,26009,40,343,10028,27,13,0,0,0,0
2024-02-11,6,0,1,2,1.9721667563136,31.2907401110802,20.2419612996395,0,31757,31254,503,245690,9256,22501,38,306,8340,30,8,0,0,0,0
2024-02-12,0,0,2,0,0.169267059961452,31.2139661743138,19.1492870662352,0,29042,28475,567,223425,8699,20343,33,288,7351,24,9,0,0,0,0
2024-02-13,1,0,3,0,0.129121386388694,31.3760785477431,18.6808168428708,0,32420,32158,262,227385,8683,23737,40,325,10187,29,11,0,0,0,0
2024-02-14,2,1,4,0,0.156038874916513,32.0150818131774,19.3689313654355,0,32231,31946,285,222475,8576,23655,35,317,9625,25,10,0,0,0,0
2024-02-15,3,0,5,0,0.0637031538993319,31.3830905872777,18.9045605429709,0,30417,29911,506,215450,8267,22150,37,313,9688,25,12,0,1,0,0
2024-02-16,4,0,6,0,0.0159161209005087,31.7148230188282,17.824799397131,0,33127,32785,342,219690,8522,24605,39,300,10266,30,9,0,0,0,0
2024-02-17,5,0,7,2,0.0151565975336886,32.5981104576894,18.350717893404,0,36076,35311,765,229578,8810,27266,39,326,10370,29,10,0,0,0,0
2024-02-18,6,0,8,2,0.001710653293685,33.1042471688871,18.8500335948686,0,26940,26398,542,200340,7600,19340,32,254,7054,26,6,0,0,0,0
2024-02-19,0,0,9,0,0.027379966381477,33.0755873302279,19.7452437819382,0,17998,17690,308,159230,5758,12240,27,209,5428,15,12,0,0,0,0
2024-02-20,1,0,10,0,0.0196305647688476,33.2865619424516,20.433842123889,0,9078,9008,70,53815,1959,7119,13,67,2684,9,4,0,0,0,0
2024-02-21,2,0,11,0,0.0274181948233593,33.4268483123648,20.6317752903946,0,13566,13438,128,74365,2822,10744,12,78,3493,10,2,0,0,0,0
2024-02-22,3,0,12,0,0.0054808595060144,33.1207069283734,19.8715874873495,0,5554,5523,31,34895,1325,4229,8,36,1758,6,2,0,0,0,0
2024-02-23,4,0,13,0,22.0469808792259,31.7542895483327,20.7567287260238,0,3925,3892,33,28120,1013,2912,7,30,1368,4,3,0,0,0,0
2024-02-24,5,0,14,2,11.8804737320416,31.6841216465379,22.2071541164212,0,5862,5799,63,40075,1575,4287,8,44,1947,6,2,0,0,0,0
2024-02-25,6,0,15,2,10.7361652837363,30.7960765439967,21.708418867904,0,16317,15937,380,132460,4909,11408,22,140,4222,19,4,0,0,0,0
2024-02-26,0,1,16,0,1.83027627322005,31.3329602950531,20.9066196994015,0,24028,23693,335,184195,7061,16967,31,231,7256,22,9,0,0,0,0
2024-02-27,1,0,17,0,0.106252328718607,32.8251692693941,20.2981058715458,0,31110,30845,265,204255,7988,23122,40,323,9749,30,10,0,0,0,0
2024-02-28,2,0,18,0,0.0381040140106855,33.2261370867722,20.874018622294,0,22850,22678,172,165400,6233,16617,32,278,7409,23,10,0,0,0,0
2024-02-29,3,0,19,0,0.0016514500305145,32.988250519521,21.3227852548645,0,28331,27440,891,173485,6868,21463,33,289,8630,25,8,0,0,0,0
2024-03-01,4,0,20,0,0.0017046926359398,33.8103176558865,21.9202514095923,0,30026,29464,562,175085,6734,23292,34,276,8086,26,8,0,0,0,0
2024-03-02,5,0,21,2,0.0052728780304864,35.0793404972642,22.1175156296948,0,29037,28707,330,199820,7716,21321,35,286,8804,26,9,0,0,0,0
2024-03-03,6,0,22,2,0.034822553450246,34.4646469075443,22.122013411788,0,29185,28703,482,218235,8096,21089,42,362,7642,29,13,0,0,0,0
2024-03-04,0,0,23,0,0.0287890127372636,33.8046204840013,21.6196511257078,0,29155,28754,401,215870,8188,20967,36,315,8638,24,12,0,0,0,0
2024-03-05,1,0,24,0,0.0236641600473984,34.2801328414521,22.3891082415613,0,32903,32695,208,200360,7762,25141,34,288,9192,25,9,0,0,0,0
2024-03-06,2,0,25,0,0.0157438532446607,35.6004749158599,23.2035139696454,0,31765,31386,379,205488,7825,23940,36,309,9311,25,11,0,0,0,0
2024-03-07,3,0,26,0,0.0167512110799645,35.0247504166383,22.7674622392794,0,24844,24212,632,158810,6254,18590,33,249,7659,21,12,0,0,0,0
2024-03-08,4,2,27,2,0.0057474003784038,34.9760808935471,21.5974509961704,0,25781,25478,303,188325,7341,18440,35,292,7008,28,7,0,0,0,0
2024-03-09,5,0,28,2,0.0024303172807192,34.3843625618617,22.6496169416341,0,26674,26208,466,216670,8311,18362,38,319,7334,30,8,0,0,0,0
2024-03-10,6,0,0,2,1.2684586878625,32.8198576631495,23.1833054611751,0,28885,28268,617,214940,8151,20734,41,334,7180,34,7,0,1,0,0
2024-03-11,0,0,1,0,0.153777053378056,32.4189805270169,22.6445571660763,0,37349,36723,626,256053,9646,27703,40,347,9839,28,12,0,0,0,0
2024-03-12,1,0,2,0,0.005158378309521,35.2578723784769,22.986841344472,0,28630,28225,405,193400,7327,21303,33,280,8815,21,12,0,0,0,0
2024-03-13,2,0,3,0,0.0376057518947948,36.266424914108,24.6964915173904,0,29037,28438,599,180190,6883,22154,32,275,8364,23,9,0,0,0,0
2024-03-14,3,0,4,0,0.197959239213855,34.5726394365017,24.0969806826159,0,25911,25653,258,172695,6705,19206,34,283,7923,24,10,0,0,0,0
2024-03-15,4,0,5,0,0.0572139840853049,34.8640748647052,23.3502989501282,0,32749,32438,311,206215,7858,24889,34,314,9396,25,9,0,1,0,0
2024-03-16,5,0,6,2,35.2540188835824,33.0910019964715,23.2742856267751,0,28596,28253,343,182025,7047,21549,35,287,8709,25,10,0,0,0,0
2024-03-17,6,0,7,2,8.09269958146839,31.2328839970428,23.3898127317266,0,32573,32027,546,243225,9250,23323,43,341,8899,32,11,0,1,0,0
2024-03-18,0,0,8,0,1.38855277182186,31.8667489948402,23.0296239854626,0,34930,34008,922,232335,8937,25993,44,355,9339,34,11,0,1,0,0
2024-03-19,1,0,9,0,10.7412761460853,33.4820367731071,22.5337230103115,0,33386,32995,391,200050,7620,25766,38,347,10400,26,12,0,0,0,0
2024-03-20,2,0,10,0,9.23138939600346,30.813700177382,21.1178538009754,0,35427,34935,492,212575,8357,27070,37,323,10747,29,8,0,0,0,0
2024-03-21,3,0,11,0,0.554125147176803,32.6689348899955,20.6492596832678,0,33526,32997,529,204335,8001,25525,44,360,10733,33,11,0,0,0,0
2024-03-22,4,0,12,0,0.067242136371424,34.1035917213787,21.3979706586017,0,38260,37894,366,216260,8522,29738,45,391,11925,33,12,0,0,0,0
2024-03-23,5,0,13,2,0.0169681123625903,34.9881758457595,22.472177145686,0,34204,33623,581,207950,8012,26192,42,352,10762,32,10,0,0,0,0
2024-03-24,6,0,14,2,0.0272895360601727,35.2572141116808,23.2191816019094,0,27018,26665,353,184770,7024,19994,36,304,7501,31,5,0,0,0,0
2024-03-25,0,2,15,2,0.0597743883495865,35.6450428716806,22.9819504321485,1,29436,28948,488,208050,8023,21413,45,392,8241,30,15,0,0,0,0
2024-03-26,1,0,16,0,0.0034532584463762,36.3754035012805,23.4030629910543,1,31612,31246,366,209125,8267,23345,41,352,9931,31,10,0,0,0,0
2024-03-27,2,0,17,0,0.0094994704050828,36.3712382254836,22.3185454465989,1,34272,33434,838,212710,8382,25890,42,348,10498,33,9,0,0,0,0
2024-03-28,3,0,18,0,0.0129215783486233,37.4020029834319,23.0055606511841,1,28171,27795,376,184500,7228,20943,37,330,9120,27,10,0,0,0,0
2024-03-29,4,2,19,2,0.796171178625198,37.3215884057903,24.756696627936,1,32552,32125,427,217045,8501,24051,39,333,9944,27,12,0,0,0,0
2024-03-30,5,0,20,2,0.0526415523622088,37.4234421536868,24.3230027154578,1,31696,31238,458,220225,8581,23114,39,335,10051,31,9,0,0,0,0
2024-03-31,6,1,21,2,0.0136626117068772,37.1102065201656,24.2710999743388,1,28012,27541,471,204063,7978,20034,39,324,7819,30,9,0,0,0,0
2024-04-01,0,0,22,0,0.0031803170624948,38.441760875717,24.1782800711665,1,33878,33328,550,241295,9462,24415,40,349,10050,30,10,0,0,0,0
2024-04-02,1,0,23,0,0.375953333954661,37.6571559506498,25.2375629357111,1,41918,41504,414,264495,10284,31634,45,370,13183,32,13,0,0,0,0
2024-04-03,2,0,24,0,0.0320278248356328,37.5392985843213,25.2375700671728,1,30982,30674,308,205610,8114,22868,38,324,10265,27,11,0,0,0,0
2024-04-04,3,0,25,0,0.019129194664816,38.5331131510232,25.25387689801,1,34643,34254,389,220638,8685,25958,40,352,11031,26,15,0,0,0,0
2024-04-05,4,2,26,2,0.0631532709699511,39.6625956964765,26.1263562287151,1,33312,32565,747,228475,8952,24360,37,313,9986,29,8,0,0,0,0
2024-04-06,5,0,27,2,0.0083253621270753,39.6329417689037,26.8146821166819,1,27355,26969,386,195800,7456,19897,25,250,8038,17,8,0,0,0,0
2024-04-07,6,1,28,2,0.0047593036249162,39.4983503858853,26.4533530206425,1,31415,30870,545,252015,9644,21771,40,348,8770,31,11,0,0,0,0
2024-04-08,0,0,0,1,0.300239188874354,36.9134242410191,24.4535944779182,1,32745,32372,373,229945,8755,23990,42,355,9262,26,16,0,0,0,0
2024-04-09,1,2,1,1,8.28858978454943,34.4961740768923,24.0838322491534,1,27456,27159,297,217550,8298,19157,41,361,7696,26,15,0,0,0,0
2024-04-10,2,0,2,1,0.742413844386729,35.9275464108787,24.1828868518425,1,28763,28347,416,205195,7950,20813,39,322,8393,25,14,0,0,0,0
2024-04-11,3,2,3,1,4.55123228943924,33.064107154567,25.0148554541697,1,24161,23639,522,180500,6980,17180,32,283,6823,19,13,0,0,0,0
2024-04-12,4,2,4,1,30.45780490477,32.7116839895438,24.6559895166829,1,33614,32837,777,230495,8764,24850,38,335,9413,25,13,0,0,0,0
2024-04-13,5,0,5,2,7.5794590843302,33.6970894780095,24.969317960093,1,32445,31921,524,239850,9388,23057,40,344,9967,26,14,0,0,0,0
2024-04-14,6,2,6,1,2.36951325552699,36.2899014241119,25.6531713417096,1,26842,26238,604,226720,8434,18408,45,354,7442,30,15,0,0,0,0
2024-04-15,0,0,7,1,0.1363733231187,37.8614576672403,25.3774279886022,1,38176,37424,752,273405,10479,27697,44,372,10732,30,14,0,0,0,0
2024-04-16,1,0,8,1,0.0013253121391368,38.7106639772036,25.886399224232,1,29369,28994,375,205800,7878,21491,39,349,9742,23,16,0,0,0,0
2024-04-17,2,2,9,1,0.395127471561086,38.5274371760044,26.22964117657,1,29888,29630,258,196370,7483,22405,43,376,9204,27,17,0,0,0,0
2024-04-18,3,0,10,1,0.107867385108049,39.1305809511264,26.8912953847195,1,32756,32361,395,215335,8412,24344,41,349,10107,28,13,0,0,0,0
2024-04-19,4,0,11,2,5.16094249268731,38.896063458929,27.7569560644684,1,29292,29080,212,192880,7306,21986,35,297,9138,22,13,0,0,0,0
2024-04-20,5,0,12,2,24.7070381791735,37.103466174115,27.5498492226068,1,35479,35005,474,235320,9319,26159,41,336,11410,33,8,0,0,0,0
2024-04-21,6,1,13,2,8.21721699984354,38.5995642298389,27.0649657043333,1,29567,29107,460,216690,8291,21272,40,342,8339,30,10,0,0,0,0
2024-04-22,0,0,14,2,5.25310665987471,37.5127571848995,26.4810093201888,1,35705,35104,601,264590,10161,25544,45,376,10743,31,14,0,0,0,0
2024-04-23,1,0,15,2,0.390330565628617,38.4259833821435,25.5245844661567,1,36633,35939,694,232715,8955,27678,47,387,11368,30,17,0,0,0,0
2024-04-24,2,0,16,2,0.0070620996183988,38.7037959983276,24.5790269333535,1,32659,31842,817,217605,8679,23980,39,324,9896,30,9,0,0,0,0
2024-04-25,3,0,17,2,0.0094433484715753,39.0438738029951,26.164018886669,1,34444,33921,523,217930,8602,25842,39,341,10248,27,12,0,0,0,0
2024-04-26,4,0,18,2,0.11278968219775,39.9771956125824,26.6811801635697,1,35126,34628,498,230925,9106,26020,40,367,10917,28,12,0,0,0,0
2024-04-27,5,0,19,2,0.661820184914082,39.4672359498594,26.4379663967333,1,31788,31284,504,214360,8402,23386,37,323,10099,28,9,0,0,0,0
2024-04-28,6,0,20,2,0.064180105986207,40.6732961258795,27.4554762477768,1,29797,29229,568,216940,8537,21260,47,380,8499,33,14,0,2,0,0
2024-04-29,0,0,21,2,0.0849291562016581,40.0295953210008,27.0016518259038,1,35376,34742,634,253220,9975,25401,47,373,10673,33,14,0,0,0,0
2024-04-30,1,0,22,2,0.0064540500811968,40.5422775768618,27.3169559058988,1,29112,28520,592,198600,7660,21452,38,340,9631,21,17,0,0,0,0
2024-06-01,5,0,24,2,11.179210187694,38.3900444896835,27.9217477272341,1,33735,33043,692,223035,8292,25443,34,302,9343,27,8,0,0,0,0
2024-06-02,6,0,25,2,8.60319732374864,34.2551151601638,26.0685070191702,1,24909,24390,519,206865,7828,17081,33,278,6947,27,6,0,0,0,0
2024-06-03,0,0,26,2,1.80775570056644,33.7351728478963,26.1383573846653,1,35477,34837,640,250795,9734,25743,39,317,9661,31,8,0,1,0,0
2024-06-04,1,0,27,2,55.3610714236215,34.270583243183,26.5426310691197,1,29230,28718,512,198825,7800,21430,35,307,9285,26,9,0,1,0,0
2024-06-05,2,0,28,2,46.7796449172209,35.0807644896989,24.7290766642932,2,30337,29944,393,214010,8293,22044,35,296,9077,29,6,0,0,0,0
2024-06-06,3,0,0,2,98.0009522402065,33.559101763903,24.6267689462158,2,35914,35300,614,241533,9434,26479,40,357,11299,31,9,0,0,0,0
2024-06-07,4,0,1,2,22.0987162975958,32.4318931450649,25.1246848879033,2,36994,36581,413,240955,9337,27653,40,343,10715,33,7,0,0,0,0
2024-06-08,5,0,2,2,22.7743236795613,30.7446697730944,24.5871142385696,2,32641,32030,611,224075,8569,24072,38,328,9591,29,9,0,0,0,0
2024-06-09,6,0,3,2,62.3033474246872,31.6290523023423,24.4633018501747,2,32994,32325,669,267115,9934,23057,43,365,9261,33,10,0,0,0,0
2024-06-10,0,0,4,0,219.246304926094,32.0385670719059,24.2005556820625,2,33500,32784,716,260020,10051,23449,40,340,9572,31,9,0,0,0,0
2024-06-11,1,0,5,0,97.2522840256225,29.7831840393258,24.23481866682,2,37047,36500,547,259340,10170,26877,43,368,11770,33,10,0,0,0,0
2024-06-12,2,0,6,0,15.4901815487643,32.6181748849334,24.9375381743673,2,36458,35899,559,242900,9688,26769,40,351,10873,31,9,0,0,0,0
2024-06-13,3,0,7,0,84.2875938792668,33.5374297602336,24.8646229122737,2,42181,41512,669,281425,10872,31309,50,412,12755,36,14,0,0,0,0
2024-06-14,4,0,8,0,58.1912929568159,32.3944152573055,24.9798204743087,2,41666,40693,973,265840,10541,31125,52,441,12708,37,15,0,1,0,0
2024-06-15,5,0,9,2,29.8529026885699,32.9815423921628,25.632958684508,2,37464,36830,634,243090,9595,27869,47,395,10989,36,11,0,0,0,0
2024-06-16,6,0,10,2,19.488444820248,33.2185524576511,25.8731351364481,2,35633,34985,648,271615,10405,25228,51,431,9936,37,15,0,0,0,0
2024-06-17,0,2,11,2,24.4404501213614,33.6005129889001,25.8211328989114,2,34289,33477,812,267540,10291,23997,47,388,8889,36,11,0,0,0,0
2024-06-18,1,0,12,0,32.5854171168619,33.4905139909437,25.7800758396562,2,38631,38094,537,280905,10848,27783,48,403,11809,35,13,0,0,0,0
2024-06-19,2,0,13,0,8.20025668066979,31.6881847721408,26.2607540873377,2,37244,36709,535,260500,10233,27011,45,390,11461,34,12,0,0,0,0
2024-06-20,3,0,14,0,8.8545878899087,31.7463831603092,25.9959255219875,2,40186,39567,619,256805,10162,30023,47,391,12231,34,13,0,0,0,0
2024-06-21,4,0,15,0,29.4211346409863,32.0997270387731,24.7527251028954,2,39130,38736,394,251620,9924,29206,48,393,11664,37,11,0,0,0,0
2024-06-22,5,0,16,2,60.8185408086756,29.8280346564221,24.0905780966238,2,34675,34172,503,224375,8863,25812,44,362,10882,33,11,0,0,0,0
2024-06-23,6,0,17,2,59.2074209383718,29.9100302091968,23.9649936015535,2,31990,31503,487,222575,8528,23461,44,365,9176,36,8,0,0,0,0
2024-06-24,0,0,18,0,7.65424383923804,31.5511244941483,24.7633162001372,2,39539,38680,859,281720,11082,28456,50,429,11626,37,13,0,0,0,0
2024-06-25,1,1,19,0,24.5662522691083,31.3606644690636,24.7579831600772,2,37727,37415,312,241080,9547,28180,48,420,11998,34,14,0,0,0,0
2024-06-26,2,0,20,0,81.8076216587952,31.4032507675883,24.6211724090022,2,43825,43424,401,262975,10449,33375,49,423,12979,36,13,0,0,0,0
2024-06-27,3,0,21,0,297.331024243989,27.2276197501092,23.3485150680647,2,36105,35402,703,222360,8885,27220,44,373,11254,33,11,0,0,0,0
2024-06-28,4,0,22,0,202.27706557336,28.1891143574661,23.3013477428856,2,39990,39674,316,243453,9534,30456,44,383,12048,33,11,0,0,0,0
2024-06-29,5,0,23,2,89.308459945106,28.5432683039519,24.1243947795996,2,33823,33226,597,225865,8744,25079,42,368,10511,29,13,0,1,0,0
2024-06-30,6,0,24,2,98.5953862362097,28.2233463181326,23.9709938797221,2,34031,33548,483,238710,9161,24870,45,371,9761,33,12,0,0,0,0
2024-07-01,0,0,25,0,14.7122887707332,29.4563411928452,23.9973794660983,2,40782,39998,784,292515,11206,29576,46,411,11623,33,13,0,0,0,0
2024-07-02,1,0,26,0,5.05170251295224,30.577049778569,24.7503532194809,2,38067,37425,642,248820,9928,28139,44,368,11592,33,11,0,0,0,0
2024-07-03,2,0,27,0,10.7597420836126,29.8251257184218,24.678257727892,2,38589,38222,367,260935,10068,28521,48,392,12121,36,12,0,0,0,0
2024-07-04,3,0,28,0,81.4769134426134,30.6727451595944,24.7770186742537,2,40024,39335,689,239685,9302,30722,47,404,12092,36,11,0,1,0,0
2024-07-05,4,0,29,0,24.3885050931448,30.3922733640434,24.5736055271356,2,38497,38057,440,244490,9593,28904,47,407,12005,38,9,0,0,0,0
